ALL,308,14720580,
BQ,4,889788,Gilles Duceppe
CON,166,5832401,Stephen Harper
GRN,1,576221,Elizabeth May
LIB,34,2783175,Michael Ignatieff
NDP,103,4508474,Jack Layton
OTH,0,130521,
