id,name,riding_name,last_win_margin,party_leader,pm,mpp,premier,cabinet
221,Steeve Hudon,Charlevoix--Montmorency
222,Yves Jourdain,Charlevoix--Montmorency
223,Guy-Léonard Tremblay,Charlevoix--Montmorency
224,Michel Guimond,Charlevoix--Montmorency
225,Robert Lanctôt,Châteauguay--Saint-Constant
226,Mélanie Archambault,Châteauguay--Saint-Constant
227,Rosaire Turcot,Châteauguay--Saint-Constant
228,Denise Poirier-Rivard,Châteauguay--Saint-Constant
229,Marc-André Gadoury,Châteauguay--Saint-Constant
230,André Harvey,Chicoutimi--Le Fjord
231,Alcide Boudreault,Chicoutimi--Le Fjord
232,Robert Bouchard,Chicoutimi--Le Fjord
233,Paul Tremblay,Chicoutimi--Le Fjord
234,Éric Dubois,Chicoutimi--Le Fjord
235,David Price,Compton--Stanstead
236,Gary Caldwell,Compton--Stanstead
237,France Bonsant,Compton--Stanstead
238,Martin Baller,Compton--Stanstead
239,Laurier Busque,Compton--Stanstead
240,Roger Gougeon,Drummond
241,Blake Evans,Drummond
242,Louis Lacroix,Drummond
243,Lyne Boisvert,Drummond
244,Pauline Picard,Drummond
245,Georges Farrah,Gaspésie--Îles-de-la-Madeleine
246,Philip Toone,Gaspésie--Îles-de-la-Madeleine
247,Raynald Blais,Gaspésie--Îles-de-la-Madeleine
248,Guy De Coste,Gaspésie--Îles-de-la-Madeleine
249,Bob Eichenberger,Gaspésie--Îles-de-la-Madeleine
250,Françoise Boivin,Gatineau
251,Brian Gibb,Gatineau
252,Gabriel Girard-Bernier,Gatineau
253,Gérald Nicolas,Gatineau
254,Stephane Salko,Gatineau
255,Richard Nadeau,Gatineau
256,Dominique Vaillancourt,Gatineau
257,Benoit Bouvier,Hochelaga
258,David Gagnon,Hochelaga
259,Mario Bernier,Hochelaga
260,Antoine Théorêt-Poupart,Hochelaga
261,Pierre Bibeau,Hochelaga
262,Réal Ménard,Hochelaga
263,Christine Dandenault,Hochelaga
264,Rolf Bramann,Hochelaga
265,Pablo Rodriguez,Honoré-Mercier
266,Gianni Chiazzese,Honoré-Mercier
267,Steve Boudrias,Honoré-Mercier
268,Éric St-Hilaire,Honoré-Mercier
269,Hélène Héroux,Honoré-Mercier
270,Richard Lahaie,Honoré-Mercier
271,François Pilon,Honoré-Mercier
272,Marcel Proulx,Hull--Aylmer
273,Pierre Laliberté,Hull--Aylmer
274,Gail Walker,Hull--Aylmer
275,Alain Charette,Hull--Aylmer
276,Pierrette Bellefeuille,Hull--Aylmer
277,Christian Legeais,Hull--Aylmer
278,Liza Frulla,Jeanne-Le Ber
279,Anthony Philbin,Jeanne-Le Ber
280,Normand Chouinard,Jeanne-Le Ber
281,Pierre-Albert Sévigny,Jeanne-Le Ber
282,Cathy Duchesne,Jeanne-Le Ber
283,Thierry St-Cyr,Jeanne-Le Ber
284,Jean Claude Mercier,Jeanne-Le Ber
285,Jean-François Coderre,Joliette
286,Jacques Trudeau,Joliette
287,Daniel Bouchard,Joliette
288,Marco Geoffroy,Joliette
289,Pierre A. Paquette,Joliette
290,Wendy Gorchinsky,Joliette
291,Daniel Giguère,Jonquière--Alma
292,François Picard,Jonquière--Alma
293,Sébastien Gagnon,Jonquière--Alma
294,Michel Perron,Jonquière--Alma
295,Gilles Lavoie,Jonquière--Alma
296,Jocelyne Girard-Bujold,Jonquière--Alma
297,Jean-Sébastien Busque,Jonquière--Alma
298,Francis Scarpaleggia,Lac-Saint-Louis
299,Peter Graham,Lac-Saint-Louis
300,Jeff Howard,Lac-Saint-Louis
301,Patrick Cardinal,Lac-Saint-Louis
302,Maxime Côté,Lac-Saint-Louis
303,Daniel Quinn,Lac-Saint-Louis
304,Jean-Claude Gobé,La Pointe-de-l'Île
305,Christian Prevost,La Pointe-de-l'Île
306,Francine Lalonde,La Pointe-de-l'Île
307,Andre Levert,La Pointe-de-l'Île
308,André Langevin,La Pointe-de-l'Île
309,Paul Martin,LaSalle--Émard
310,Jean-Paul Bédard,LaSalle--Émard
311,Nicole Roy-Arcelin,LaSalle--Émard
312,Marc-Boris St-Maurice,LaSalle--Émard
313,Thierry Larrivée,LaSalle--Émard
314,Rebecca Blaikie,LaSalle--Émard
315,Douglas Jack,LaSalle--Émard
316,Dominique Boyer,Laurentides--Labelle
317,Brendan Naef,Laurentides--Labelle
318,Guillaume Desjardins,Laurentides--Labelle
319,Johanne Deschamps,Laurentides--Labelle
320,Jacques Léger,Laurentides--Labelle
321,Jean-François Thibault,Laurier
322,François Gregoire,Laurier
323,Dylan Perceval-Maxwell,Laurier
324,Gilles Duceppe,Laurier
325,Nicky Tanguay,Laurier
326,Pierre Albert,Laurier
327,Ginette Boutet,Laurier
328,Pierre Lafleur,Laval
329,Nicole Demers,Laval
330,Pierre Losier-Côté,Laval
331,Stéphane d'Amours,Laval
332,Alain Giguère,Laval
333,Damien Pichereau,Laval
334,Raymonde Folco,Laval--Les Îles
335,Jean-Paul Pratte,Laval--Les Îles
336,Michel Allard,Laval--Les Îles
337,Micaël Poirier,Laval--Les Îles
338,Polyvios Tsakanikas,Laval--Les Îles
339,Pierre Véronneau,Laval--Les Îles
340,Paul Michaud,Laval--Les Îles
341,Christian Jobin,Lévis--Bellechasse
342,Gilles Vézina,Lévis--Bellechasse
343,Christophe Vaillancourt,Lévis--Bellechasse
344,Louise Foisy,Lévis--Bellechasse
345,Sylvain Castonguay,Lévis--Bellechasse
346,Réal Lapierre,Lévis--Bellechasse
347,Robert Gladu,Longueuil
348,Nicole Fournier-Sylvester,Longueuil
349,Richard Bélisle,Longueuil
350,David Fiset,Longueuil
351,Caroline St-Hilaire,Longueuil
352,Michel Bédard,Longueuil
353,Anicet Gagné,Lotbinière--Chutes-de-la-Chaudière
354,Jean Bernatchez,Lotbinière--Chutes-de-la-Chaudière
355,Odina Desrochers,Lotbinière--Chutes-de-la-Chaudière
356,Jean Landry,Lotbinière--Chutes-de-la-Chaudière
357,Rama Borne MacDonald,Lotbinière--Chutes-de-la-Chaudière
358,Hélène Chalifour Scherrer,Louis-Hébert
359,Jean-Pierre Guay,Louis-Hébert
360,Clermont Gauthier,Louis-Hébert
361,Roger Clavet,Louis-Hébert
362,Robert Turcotte,Louis-Hébert
363,Michel Fragasso,Louis-Saint-Laurent
364,Josée Verner,Louis-Saint-Laurent
365,Henri Gauvin,Louis-Saint-Laurent
366,Jean-Guy Carignan,Louis-Saint-Laurent
367,Dominique Théberge,Louis-Saint-Laurent
368,Bernard Cleary,Louis-Saint-Laurent
369,Yonnel Bonaventure,Louis-Saint-Laurent
370,Christopher Bojanowski,Louis-Saint-Laurent
371,Anthony Detroio,Manicouagan
372,Pierre Ducasse,Manicouagan
373,Pierre Paradis,Manicouagan
374,Gérard Asselin,Manicouagan
375,Les Parsons,Manicouagan
376,Nancy Girard,Marc-Aurèle-Fortin
377,Marc Bissonnette,Marc-Aurèle-Fortin
378,Serge Ménard,Marc-Aurèle-Fortin
379,Lyse Généreux,Marc-Aurèle-Fortin
380,Lise Bissonnette,Marc-Aurèle-Fortin
381,Marc Bélanger,Matapédia--Matane
382,Vahid Fortin-Vidah,Matapédia--Matane
383,Jean-Yves Roy,Matapédia--Matane
384,Jean-Guy Côté,Matapédia--Matane
385,Nicolas Deville,Matapédia--Matane
386,Gérard Binet,Mégantic--L'Érable
387,Yves Mailly,Mégantic--L'Érable
388,Marc Boulianne,Mégantic--L'Érable
389,Bruno Vézina,Mégantic--L'Érable
390,Alexandre Côté,Mégantic--L'Érable
391,Daniel Brazeau,Montcalm
392,François Rivest,Montcalm
393,Roger Gaudet,Montcalm
394,Michel Paulette,Montcalm
395,Serge Bellemare,Montcalm
396,Irwin Cotler,Mount Royal
397,Matthew Fireman,Mount Royal
398,Adam Greenblatt,Mount Royal
399,Vincent Gagnon,Mount Royal
400,Diane Johnston,Mount Royal
401,Sébastien Beaudet,Mount Royal
402,Adam Sommerfeld,Mount Royal
403,Marlene Jennings,Notre-Dame-de-Grâce--Lachine
404,Earl Wertheimer,Notre-Dame-de-Grâce--Lachine
405,William R. McCullock,Notre-Dame-de-Grâce--Lachine
406,Jay Dell,Notre-Dame-de-Grâce--Lachine
407,Jean-Philippe Chartré,Notre-Dame-de-Grâce--Lachine
408,Rachel Hoffman,Notre-Dame-de-Grâce--Lachine
409,Jessica Gal,Notre-Dame-de-Grâce--Lachine
410,Maria Pia Chávez,Notre-Dame-de-Grâce--Lachine
411,Guy St-Julien,Nunavik--Eeyou
412,François Dionne,Nunavik--Eeyou
413,Yvon Lévesque,Nunavik--Eeyou
414,Martin Fournier,Nunavik--Eeyou
415,Pierre Corbeil,Nunavik--Eeyou
416,Jean Lapierre,Outremont
417,Yan Lacombe,Outremont
418,Marc Rousseau,Outremont
419,François Rebello,Outremont
420,Linda Sullivan,Outremont
421,Omar Aktouf,Outremont
422,Shaun Perceval-Maxwell,Outremont
423,Pierre Pettigrew,Papineau
424,Mustaque Sarker,Papineau
425,Christelle Dusablon-Pelletier,Papineau
426,Jimmy Garoufalis,Papineau
427,André Parizeau,Papineau
428,Martine Carrière,Papineau
429,Peter Macrisopoulos,Papineau
430,Adam Jastrzebski,Papineau
431,André Frappier,Papineau
432,Bernard Patry,Pierrefonds--Dollard
433,Garnet Colly,Pierrefonds--Dollard
434,Theodore Kouretas,Pierrefonds--Dollard
435,Andrea Paine,Pierrefonds--Dollard
436,Jean-François Labrecque,Pierrefonds--Dollard
437,Marie-Hélène Brunet,Pierrefonds--Dollard
438,Danielle Lustgarten,Pierrefonds--Dollard
439,David Smith,Pontiac
440,Judith Grant,Pontiac
441,L-Hubert Leduc,Pontiac
442,Benoit Legros,Pontiac
443,Thierry Vicente,Pontiac
444,Gretchen Schwarz,Pontiac
445,Claude Duplain,Portneuf
446,Pierre Poulin,Portneuf
447,Guy Côté,Portneuf
448,Howard M. Bruce,Portneuf
449,Jean-François Breton,Portneuf
450,Jean-Philippe Côté,Québec
451,Pierre Gaudreault,Québec
452,Pierre-Etienne Paradis,Québec
453,Christiane Gagnon,Québec
454,Antonine Yaccarini,Québec
455,Jean Bédard,Québec
456,Jean-Marie Fiset,Québec
457,Lévis Brien,Repentigny
458,André Cardinal,Repentigny
459,Benoît Sauvageau,Repentigny
460,Allen  F. MacKenzie,Repentigny
461,François Boudreau,Repentigny
462,Jean-François Léveque,Repentigny
463,Ghislaine Provencher,Richelieu
464,Daniel A. Proulx,Richelieu
465,Daniel Blackburn,Richelieu
466,Louis Plamondon,Richelieu
467,Jean-Pierre Bonenfant,Richelieu
468,Charles Bussières,Richelieu
469,Christine St-Pierre,Richmond--Arthabaska
470,André Bellavance,Richmond--Arthabaska
471,Lucie Laforest,Richmond--Arthabaska
472,Pierre Poissant,Richmond--Arthabaska
473,Jason S. Noble,Richmond--Arthabaska
474,Côme Roy,Rimouski--Témiscouata
475,Denis Quimper,Rimouski--Témiscouata
476,Marjolaine Delaunière,Rimouski--Témiscouata
477,Louise Thibault,Rimouski--Témiscouata
478,Guy Caron,Rimouski--Témiscouata
479,Yolaine Savignac,Rivière-des-Mille-Îles
480,Gilles-A. Perron,Rivière-des-Mille-Îles
481,Marie Martine Bédard,Rivière-des-Mille-Îles
482,Érick Gauthier,Rivière-des-Mille-Îles
483,Nicolas Du Cap,Rivière-des-Mille-Îles
484,Isabelle Mignault,Rivière-du-Loup--Montmagny
485,Marc-André Drolet,Rivière-du-Loup--Montmagny
486,Paul Crête,Rivière-du-Loup--Montmagny
487,André Clermont,Rivière-du-Loup--Montmagny
488,Frédérick Garon,Rivière-du-Loup--Montmagny
489,Lorraine Auclair,Rivière-du-Nord
490,Catherine Brousseau,Rivière-du-Nord
491,Christian Marcoux,Rivière-du-Nord
492,François Côté,Rivière-du-Nord
493,Monique Guay,Rivière-du-Nord
494,Marcel Poirier,Rivière-du-Nord
495,Michel Mallette,Roberval
496,Ghislain Lavoie,Roberval
497,Michel Gauthier,Roberval
498,Marc-André Gauthier,Roberval
499,Isabelle Tremblay,Roberval
500,Christian Bolduc,Rosemont--La Petite-Patrie
501,Michel Sauvé,Rosemont--La Petite-Patrie
502,Kenneth Higham,Rosemont--La Petite-Patrie
503,Bernard Bigras,Rosemont--La Petite-Patrie
504,François Chevalier,Rosemont--La Petite-Patrie
505,Benoît Beauchamp,Rosemont--La Petite-Patrie
506,Marc Savard,Saint-Bruno--Saint-Hubert
507,Jean-François Mongeau,Saint-Bruno--Saint-Hubert
508,David Vachon,Saint-Bruno--Saint-Hubert
509,Carole Lavallée,Saint-Bruno--Saint-Hubert
510,Janis Crawford,Saint-Bruno--Saint-Hubert
511,Marie Henretta,Saint-Bruno--Saint-Hubert
512,Michel Gaudette,Saint-Hyacinthe--Bagot
513,Andrée Champagne,Saint-Hyacinthe--Bagot
514,Yvan Loubier,Saint-Hyacinthe--Bagot
515,Bruno Godbout,Saint-Hyacinthe--Bagot
516,Joëlle Chevrier,Saint-Hyacinthe--Bagot
517,Michel Fecteau,Saint-Jean
518,Jonathan Trépanier,Saint-Jean
519,Claude Genest,Saint-Jean
520,Joseph Khoury,Saint-Jean
521,Claude Bachand,Saint-Jean
522,Yolande Thibeault,Saint-Lambert
523,Monique Garcia,Saint-Lambert
524,Patrick Clune,Saint-Lambert
525,Diane Joubert,Saint-Lambert
526,Normand Fournier,Saint-Lambert
527,Maka Kotto,Saint-Lambert
528,Stéphane Dion,Saint-Laurent--Cartierville
529,Marc Rahmé,Saint-Laurent--Cartierville
530,Alex Neron,Saint-Laurent--Cartierville
531,Zaid Mahayni,Saint-Laurent--Cartierville
532,Fernand Deschamps,Saint-Laurent--Cartierville
533,Nilda Vargas,Saint-Laurent--Cartierville
534,Ken Fernandez,Saint-Laurent--Cartierville
535,William Fayad,Saint-Laurent--Cartierville
536,Almaz Aladass,Saint-Laurent--Cartierville
537,Massimo Pacetti,Saint-Léonard--Saint-Michel
538,Payam Eslami,Saint-Léonard--Saint-Michel
539,Paul-Alexis François,Saint-Léonard--Saint-Michel
540,Stéphane Chénier,Saint-Léonard--Saint-Michel
541,Ricardo Fellicetti,Saint-Léonard--Saint-Michel
542,Laura Colella,Saint-Léonard--Saint-Michel
543,Marie-Eve Bilodeau,Saint-Maurice--Champlain
544,Pierre Cayou Audette,Saint-Maurice--Champlain
545,Marcel Gagnon,Saint-Maurice--Champlain
546,Martial Toupin,Saint-Maurice--Champlain
547,Paul Giroux,Saint-Maurice--Champlain
548,Pierre J.C. Allard,Saint-Maurice--Champlain
549,Diane St-Jacques,Shefford
550,Jacques Parenteau,Shefford
551,Robert Vincent,Shefford
552,Francine Brière,Shefford
553,Sonia Bisson,Shefford
554,Bruno-Marie Béchard,Sherbrooke
555,Serge Cardin,Sherbrooke
556,Jeffrey Champagne,Sherbrooke
557,Réal Leblanc,Sherbrooke
558,Philippe Dion,Sherbrooke
559,Pierre Gingras,Terrebonne--Blainville
560,Patrick Légaré,Terrebonne--Blainville
561,Diane Bourgeois,Terrebonne--Blainville
562,Martin Drapeau,Terrebonne--Blainville
563,Normand Beaudet,Terrebonne--Blainville
564,Jean-Éric Guindon,Trois-Rivières
565,Marc Tessier,Trois-Rivières
566,Paule Brunelle,Trois-Rivières
567,Linda Lavoie,Trois-Rivières
568,Jean-Guy Mercier,Trois-Rivières
569,Nick Discepola,Vaudreuil-Soulanges
570,Bert Markgraf,Vaudreuil-Soulanges
571,Charles Soucy,Vaudreuil-Soulanges
572,Robert Ramage,Vaudreuil-Soulanges
573,Meili Faille,Vaudreuil-Soulanges
574,Julie C. Baribeau,Vaudreuil-Soulanges
575,Nathalie Tousignant,Verchères--Les Patriotes
576,Francis-Pierre Rémillard,Verchères--Les Patriotes
577,Sébastien Drouin,Verchères--Les Patriotes
578,Stéphane Bergeron,Verchères--Les Patriotes
579,Philippe Morlighem,Verchères--Les Patriotes
580,Simon Vallée,Verchères--Les Patriotes
581,Lucienne Robillard,Westmount--Ville-Marie
582,Brian Sarwer-Foner,Westmount--Ville-Marie
583,Eric Wilson Steedman,Westmount--Ville-Marie
584,David John Proctor,Westmount--Ville-Marie
585,Robert Gervais,Westmount--Ville-Marie
586,Louis La Rochelle,Westmount--Ville-Marie
587,Serge Lachapelle,Westmount--Ville-Marie
588,Mark Holland,Ajax--Pickering
589,René Soetens,Ajax--Pickering
590,Kevin Modeste,Ajax--Pickering
591,Karen MacDonald,Ajax--Pickering
592,Brent St. Denis,Algoma--Manitoulin--Kapuskasing
593,Carol Hughes,Algoma--Manitoulin--Kapuskasing
594,Blaine Armstrong,Algoma--Manitoulin--Kapuskasing
595,Lindsay Killen,Algoma--Manitoulin--Kapuskasing
596,Russ Powers,Ancaster--Dundas--Flamborough--Westdale
597,Gordon Guyatt,Ancaster--Dundas--Flamborough--Westdale
598,David Januczkowski,Ancaster--Dundas--Flamborough--Westdale
599,David Sweet,Ancaster--Dundas--Flamborough--Westdale
600,Aileen Carroll,Barrie
601,Peter Bursztyn,Barrie
602,Patrick Brown,Barrie
603,Erich Jacoby-Hawkins,Barrie
604,Maria Minna,Beaches--East York
605,Nick Nikopoulos,Beaches--East York
606,Daniel Dufresne,Beaches--East York
607,Edward Slota,Beaches--East York
608,Miguel Figueroa,Beaches--East York
609,Roger Carter,Beaches--East York
610,Peter Tabuns,Beaches--East York
611,Peter Davison,Beaches--East York
612,Gurbax S. Malhi,Bramalea--Gore--Malton
613,Fernando Miranda,Bramalea--Gore--Malton
614,Raminder Gill,Bramalea--Gore--Malton
615,Frank Chilelli,Bramalea--Gore--Malton
616,Sharleen McDowall,Bramalea--Gore--Malton
617,Ruby Dhalla,Brampton--Springdale
618,Sam Hundal,Brampton--Springdale
619,Gurdev Singh Mattu,Brampton--Springdale
620,Kathy Pounder,Brampton--Springdale
621,Nick Hudson,Brampton--Springdale
622,Colleen Beaumier,Brampton West
623,Tony Clement,Brampton West
624,Tom Bose,Brampton West
625,Sanjeev Goel,Brampton West
626,Chris Moise,Brampton West
627,Lloyd St. Amand,Brant
628,John C. Turmel,Brant
629,Greg Martin,Brant
630,Barra L. Gots,Brant
631,Helen-Anne Embry,Brant
632,Lynn Bowering,Brant
633,Paddy Torsney,Burlington
634,David Carter Laird,Burlington
635,Angela Reid,Burlington
636,Mike Wallace,Burlington
637,John Herman Wubs,Burlington
638,Janko Peric,Cambridge
639,Gary Price,Cambridge
640,Alex W. Gryc,Cambridge
641,Gareth M. White,Cambridge
642,John G. Gots,Cambridge
643,Gary Goodyear,Cambridge
644,John Oprea,Cambridge
645,Dan Wicklum,Carleton--Lanark
646,Stuart Langstaff,Carleton--Lanark
647,Gordon O'Connor,Carleton--Lanark
648,Rick Prashaw,Carleton--Lanark
649,Jerry Pickard,Chatham-Kent--Essex
650,Kathleen Kevany,Chatham-Kent--Essex
651,Dave Van Kesteren,Chatham-Kent--Essex
652,Margaret Mondaca,Chatham-Kent--Essex
653,Rod Hetherington,Chatham-Kent--Essex
654,Tim Lang,Clarington--Scugog--Uxbridge
655,Bev Oda,Clarington--Scugog--Uxbridge
